/floyd/input/ouhands/train/hand_data/colour/A-jha-0001.png,192,173,291,312,hand
/floyd/input/ouhands/train/hand_data/colour/A-jha-0002.png,175,322,283,442,hand
/floyd/input/ouhands/train/hand_data/colour/A-jha-0003.png,155,284,264,396,hand
/floyd/input/ouhands/train/hand_data/colour/A-jha-0004.png,211,114,317,233,hand
/floyd/input/ouhands/train/hand_data/colour/A-jha-0005.png,175,285,284,436,hand
/floyd/input/ouhands/train/hand_data/colour/A-jha-0006.png,211,131,310,251,hand
/floyd/input/ouhands/train/hand_data/colour/A-jha-0007.png,170,320,275,466,hand
/floyd/input/ouhands/train/hand_data/colour/A-jha-0008.png,179,171,261,266,hand
/floyd/input/ouhands/train/hand_data/colour/A-jha-0009.png,165,312,277,452,hand
/floyd/input/ouhands/train/hand_data/colour/A-jha-0010.png,191,220,278,350,hand
/floyd/input/ouhands/train/hand_data/colour/A-jhb-0001.png,242,218,411,412,hand
/floyd/input/ouhands/train/hand_data/colour/A-jhb-0002.png,278,222,459,423,hand
/floyd/input/ouhands/train/hand_data/colour/A-jhb-0003.png,212,247,402,466,hand
/floyd/input/ouhands/train/hand_data/colour/A-jhb-0004.png,242,219,408,408,hand
/floyd/input/ouhands/train/hand_data/colour/A-jhb-0005.png,226,205,406,406,hand
/floyd/input/ouhands/train/hand_data/colour/A-jhb-0006.png,242,222,412,411,hand
/floyd/input/ouhands/train/hand_data/colour/A-jhb-0007.png,237,219,409,426,hand
/floyd/input/ouhands/train/hand_data/colour/A-jhb-0008.png,242,219,410,413,hand
/floyd/input/ouhands/train/hand_data/colour/A-jhb-0009.png,247,228,416,412,hand
/floyd/input/ouhands/train/hand_data/colour/A-jhb-0010.png,202,204,395,390,hand
/floyd/input/ouhands/train/hand_data/colour/A-mka-0001.png,268,196,420,343,hand
/floyd/input/ouhands/train/hand_data/colour/A-mka-0002.png,186,172,340,333,hand
/floyd/input/ouhands/train/hand_data/colour/A-mka-0003.png,186,177,335,332,hand
/floyd/input/ouhands/train/hand_data/colour/A-mka-0004.png,268,196,420,343,hand
/floyd/input/ouhands/train/hand_data/colour/A-mka-0005.png,196,182,351,343,hand
/floyd/input/ouhands/train/hand_data/colour/A-mka-0006.png,268,196,416,343,hand
/floyd/input/ouhands/train/hand_data/colour/A-mka-0007.png,186,182,339,339,hand
/floyd/input/ouhands/train/hand_data/colour/A-mka-0008.png,268,199,420,343,hand
/floyd/input/ouhands/train/hand_data/colour/A-mka-0009.png,186,169,343,330,hand
/floyd/input/ouhands/train/hand_data/colour/A-mka-0010.png,206,184,362,332,hand
/floyd/input/ouhands/train/hand_data/colour/A-mkb-0001.png,232,238,380,415,hand
/floyd/input/ouhands/train/hand_data/colour/A-mkb-0002.png,232,214,378,408,hand
/floyd/input/ouhands/train/hand_data/colour/A-mkb-0003.png,247,231,401,396,hand
/floyd/input/ouhands/train/hand_data/colour/A-mkb-0004.png,242,245,395,423,hand
/floyd/input/ouhands/train/hand_data/colour/A-mkb-0005.png,201,261,351,427,hand
/floyd/input/ouhands/train/hand_data/colour/A-mkb-0006.png,222,269,369,442,hand
/floyd/input/ouhands/train/hand_data/colour/A-mkb-0007.png,212,255,365,434,hand
/floyd/input/ouhands/train/hand_data/colour/A-mkb-0008.png,237,303,395,479,hand
/floyd/input/ouhands/train/hand_data/colour/A-mkb-0009.png,247,291,395,452,hand
/floyd/input/ouhands/train/hand_data/colour/A-mkb-0010.png,242,244,383,412,hand
/floyd/input/ouhands/train/hand_data/colour/A-mma-0001.png,120,146,307,373,hand
/floyd/input/ouhands/train/hand_data/colour/A-mma-0002.png,181,71,365,310,hand
